"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","INDPROD","TOT","IDX2015","M","2020-08",110.5184,
"SVK","INDPROD","TOT","IDX2015","M","2020-09",111.8186,
"SVK","INDPROD","TOT","IDX2015","M","2020-10",110.8185,
"SVK","INDPROD","TOT","IDX2015","M","2020-11",114.119,
"SVK","INDPROD","TOT","IDX2015","M","2020-12",113.719,
"SVK","INDPROD","TOT","IDX2015","M","2021-01",114.219,
"SVK","INDPROD","TOT","IDX2015","M","2021-02",114.019,
"SVK","INDPROD","TOT","IDX2015","M","2021-03",114.3191,
"SVK","INDPROD","TOT","IDX2015","M","2021-04",113.1189,
"SVK","INDPROD","TOT","IDX2015","M","2021-05",110.6184,
"SVK","INDPROD","TOT","IDX2015","M","2021-06",113.6189,
"ESP","INDPROD","TOT","IDX2015","M","2019-10",103.9351,
"ESP","INDPROD","TOT","IDX2015","M","2019-11",105.5051,
"ESP","INDPROD","TOT","IDX2015","M","2019-12",103.4671,
"ESP","INDPROD","TOT","IDX2015","M","2020-01",103.6331,
"ESP","INDPROD","TOT","IDX2015","M","2020-02",103.4201,
"ESP","INDPROD","TOT","IDX2015","M","2020-03",90.32707,
"ESP","INDPROD","TOT","IDX2015","M","2020-04",69.71006,
"ESP","INDPROD","TOT","IDX2015","M","2020-05",84.13007,
"ESP","INDPROD","TOT","IDX2015","M","2020-06",93.65908,
"ESP","INDPROD","TOT","IDX2015","M","2020-07",99.37508,
"ESP","INDPROD","TOT","IDX2015","M","2020-08",100.6101,
"ESP","INDPROD","TOT","IDX2015","M","2020-09",101.4881,
"ESP","INDPROD","TOT","IDX2015","M","2020-10",102.2941,
"ESP","INDPROD","TOT","IDX2015","M","2020-11",101.3591,
"ESP","INDPROD","TOT","IDX2015","M","2020-12",102.2311,
"ESP","INDPROD","TOT","IDX2015","M","2021-01",101.5101,
"ESP","INDPROD","TOT","IDX2015","M","2021-02",101.4941,
"ESP","INDPROD","TOT","IDX2015","M","2021-03",102.0941,
"ESP","INDPROD","TOT","IDX2015","M","2021-04",103.4681,
"ESP","INDPROD","TOT","IDX2015","M","2021-05",104.9421,
"ESP","INDPROD","TOT","IDX2015","M","2021-06",103.7281,
"SWE","INDPROD","TOT","IDX2015","M","2019-10",110.7,
"SWE","INDPROD","TOT","IDX2015","M","2019-11",112.3,
"SWE","INDPROD","TOT","IDX2015","M","2019-12",110.4,
"SWE","INDPROD","TOT","IDX2015","M","2020-01",111.3,
"SWE","INDPROD","TOT","IDX2015","M","2020-02",110.9,
"SWE","INDPROD","TOT","IDX2015","M","2020-03",109.7,
"SWE","INDPROD","TOT","IDX2015","M","2020-04",92.8,
"SWE","INDPROD","TOT","IDX2015","M","2020-05",94,
"SWE","INDPROD","TOT","IDX2015","M","2020-06",99.9,
"SWE","INDPROD","TOT","IDX2015","M","2020-07",103.2,
"SWE","INDPROD","TOT","IDX2015","M","2020-08",111,
"SWE","INDPROD","TOT","IDX2015","M","2020-09",109.7,
"SWE","INDPROD","TOT","IDX2015","M","2020-10",110.1,
"SWE","INDPROD","TOT","IDX2015","M","2020-11",110.3,
"SWE","INDPROD","TOT","IDX2015","M","2020-12",111.5,
"SWE","INDPROD","TOT","IDX2015","M","2021-01",111.2,
"SWE","INDPROD","TOT","IDX2015","M","2021-02",112.2,
"SWE","INDPROD","TOT","IDX2015","M","2021-03",114.3,
"SWE","INDPROD","TOT","IDX2015","M","2021-04",114,
"SWE","INDPROD","TOT","IDX2015","M","2021-05",113.5,
"SWE","INDPROD","TOT","IDX2015","M","2021-06",114.7,
"TUR","INDPROD","TOT","IDX2015","M","2019-10",114.3905,
"TUR","INDPROD","TOT","IDX2015","M","2019-11",115.5904,
"TUR","INDPROD","TOT","IDX2015","M","2019-12",117.9902,
"TUR","INDPROD","TOT","IDX2015","M","2020-01",117.4902,
"TUR","INDPROD","TOT","IDX2015","M","2020-02",120.49,
"TUR","INDPROD","TOT","IDX2015","M","2020-03",112.9906,
"TUR","INDPROD","TOT","IDX2015","M","2020-04",78.89342,
"TUR","INDPROD","TOT","IDX2015","M","2020-05",93.99216,
"TUR","INDPROD","TOT","IDX2015","M","2020-06",109.4909,
"TUR","INDPROD","TOT","IDX2015","M","2020-07",120.19,
"TUR","INDPROD","TOT","IDX2015","M","2020-08",123.0897,
"TUR","INDPROD","TOT","IDX2015","M","2020-09",124.9896,
"TUR","INDPROD","TOT","IDX2015","M","2020-10",126.2895,
"TUR","INDPROD","TOT","IDX2015","M","2020-11",127.9893,
"TUR","INDPROD","TOT","IDX2015","M","2020-12",129.4892,
"TUR","INDPROD","TOT","IDX2015","M","2021-01",130.6891,
"TUR","INDPROD","TOT","IDX2015","M","2021-02",130.8891,
"TUR","INDPROD","TOT","IDX2015","M","2021-03",131.789,
"TUR","INDPROD","TOT","IDX2015","M","2021-04",130.5891,
"TUR","INDPROD","TOT","IDX2015","M","2021-05",132.6889,
"TUR","INDPROD","TOT","IDX2015","M","2021-06",135.5887,
"GBR","INDPROD","TOT","IDX2015","M","2019-10",102.5783,
"GBR","INDPROD","TOT","IDX2015","M","2019-11",101.3324,
"GBR","INDPROD","TOT","IDX2015","M","2019-12",100.9171,
"GBR","INDPROD","TOT","IDX2015","M","2020-01",101.2286,
"GBR","INDPROD","TOT","IDX2015","M","2020-02",101.3324,
"GBR","INDPROD","TOT","IDX2015","M","2020-03",96.03738,
"GBR","INDPROD","TOT","IDX2015","M","2020-04",77.03755,
"GBR","INDPROD","TOT","IDX2015","M","2020-05",81.91729,
"GBR","INDPROD","TOT","IDX2015","M","2020-06",90.53469,
"GBR","INDPROD","TOT","IDX2015","M","2020-07",95.62208,
"GBR","INDPROD","TOT","IDX2015","M","2020-08",96.5565,
"GBR","INDPROD","TOT","IDX2015","M","2020-09",97.07561,
"GBR","INDPROD","TOT","IDX2015","M","2020-10",97.80239,
"GBR","INDPROD","TOT","IDX2015","M","2020-11",98.63298,
"GBR","INDPROD","TOT","IDX2015","M","2020-12",98.63298,
"GBR","INDPROD","TOT","IDX2015","M","2021-01",97.07561,
"GBR","INDPROD","TOT","IDX2015","M","2021-02",97.59474,
"GBR","INDPROD","TOT","IDX2015","M","2021-03",99.04828,
"GBR","INDPROD","TOT","IDX2015","M","2021-04",98.21768,
"GBR","INDPROD","TOT","IDX2015","M","2021-05",98.84063,
"GBR","INDPROD","TOT","IDX2015","M","2021-06",98.11386,
"USA","INDPROD","TOT","IDX2015","M","2019-10",100.5704,
"USA","INDPROD","TOT","IDX2015","M","2019-11",101.0889,
"USA","INDPROD","TOT","IDX2015","M","2019-12",100.7224,
"USA","INDPROD","TOT","IDX2015","M","2020-01",100.201,
"USA","INDPROD","TOT","IDX2015","M","2020-02",100.4318,
"USA","INDPROD","TOT","IDX2015","M","2020-03",96.58897,
"USA","INDPROD","TOT","IDX2015","M","2020-04",83.45979,
"USA","INDPROD","TOT","IDX2015","M","2020-05",85.08693,
"USA","INDPROD","TOT","IDX2015","M","2020-06",90.35886,
"USA","INDPROD","TOT","IDX2015","M","2020-07",94.05252,
"USA","INDPROD","TOT","IDX2015","M","2020-08",95.04737,
"USA","INDPROD","TOT","IDX2015","M","2020-09",94.75943,
"USA","INDPROD","TOT","IDX2015","M","2020-10",95.79374,
"USA","INDPROD","TOT","IDX2015","M","2020-11",96.3047,
"USA","INDPROD","TOT","IDX2015","M","2020-12",97.41929,
"USA","INDPROD","TOT","IDX2015","M","2021-01",98.53159,
"USA","INDPROD","TOT","IDX2015","M","2021-02",95.54713,
"USA","INDPROD","TOT","IDX2015","M","2021-03",98.28796,
"USA","INDPROD","TOT","IDX2015","M","2021-04",98.35566,
"USA","INDPROD","TOT","IDX2015","M","2021-05",98.9705,
"USA","INDPROD","TOT","IDX2015","M","2021-06",99.45558,
"BRA","INDPROD","TOT","IDX2015","M","2019-10",97.21992,
"BRA","INDPROD","TOT","IDX2015","M","2019-11",95.3482,
"BRA","INDPROD","TOT","IDX2015","M","2019-12",94.57748,
"BRA","INDPROD","TOT","IDX2015","M","2020-01",95.3482,
"BRA","INDPROD","TOT","IDX2015","M","2020-02",96.33911,
"BRA","INDPROD","TOT","IDX2015","M","2020-03",88.63198,
"BRA","INDPROD","TOT","IDX2015","M","2020-04",71.4561,
"BRA","INDPROD","TOT","IDX2015","M","2020-05",77.07129,
"BRA","INDPROD","TOT","IDX2015","M","2020-06",84.55822,
"BRA","INDPROD","TOT","IDX2015","M","2020-07",92.81586,
"BRA","INDPROD","TOT","IDX2015","M","2020-08",95.12799,
"BRA","INDPROD","TOT","IDX2015","M","2020-09",97.44013,
"BRA","INDPROD","TOT","IDX2015","M","2020-10",98.21085,
"BRA","INDPROD","TOT","IDX2015","M","2020-11",98.87145,
"BRA","INDPROD","TOT","IDX2015","M","2020-12",99.53207,
"BRA","INDPROD","TOT","IDX2015","M","2021-01",99.75227,
"BRA","INDPROD","TOT","IDX2015","M","2021-02",98.76135,
"BRA","INDPROD","TOT","IDX2015","M","2021-03",96.11891,
"BRA","INDPROD","TOT","IDX2015","M","2021-04",94.68758,
"BRA","INDPROD","TOT","IDX2015","M","2021-05",95.7886,
"BRA","INDPROD","TOT","IDX2015","M","2021-06",95.3482,
"CHL","INDPROD","TOT","IDX2015","M","2019-10",97.59376,
"CHL","INDPROD","TOT","IDX2015","M","2019-11",100.6986,
"CHL","INDPROD","TOT","IDX2015","M","2019-12",104.1061,
"CHL","INDPROD","TOT","IDX2015","M","2020-01",101.9307,
"CHL","INDPROD","TOT","IDX2015","M","2020-02",100.9256,
"CHL","INDPROD","TOT","IDX2015","M","2020-03",100.3009,
"CHL","INDPROD","TOT","IDX2015","M","2020-04",97.36388,
"CHL","INDPROD","TOT","IDX2015","M","2020-05",97.51214,
"CHL","INDPROD","TOT","IDX2015","M","2020-06",96.59188,
"CHL","INDPROD","TOT","IDX2015","M","2020-07",97.29796,
"CHL","INDPROD","TOT","IDX2015","M","2020-08",97.86446,
"CHL","INDPROD","TOT","IDX2015","M","2020-09",99.7593,
"CHL","INDPROD","TOT","IDX2015","M","2020-10",101.4205,
"CHL","INDPROD","TOT","IDX2015","M","2020-11",99.8065,
"CHL","INDPROD","TOT","IDX2015","M","2020-12",99.76527,
"CHL","INDPROD","TOT","IDX2015","M","2021-01",101.0445,
"CHL","INDPROD","TOT","IDX2015","M","2021-02",100.8513,
"CHL","INDPROD","TOT","IDX2015","M","2021-03",102.2188,
"CHL","INDPROD","TOT","IDX2015","M","2021-04",102.4256,
"CHL","INDPROD","TOT","IDX2015","M","2021-05",100.6641,
"CHL","INDPROD","TOT","IDX2015","M","2021-06",103.5139,
"EST","INDPROD","TOT","IDX2015","M","2019-10",115.5096,
"EST","INDPROD","TOT","IDX2015","M","2019-11",119.0099,
"EST","INDPROD","TOT","IDX2015","M","2019-12",117.6098,
"EST","INDPROD","TOT","IDX2015","M","2020-01",114.3095,
"EST","INDPROD","TOT","IDX2015","M","2020-02",124.2104,
"EST","INDPROD","TOT","IDX2015","M","2020-03",113.7095,
"EST","INDPROD","TOT","IDX2015","M","2020-04",103.1086,
"EST","INDPROD","TOT","IDX2015","M","2020-05",102.4085,
"EST","INDPROD","TOT","IDX2015","M","2020-06",110.4092,
"EST","INDPROD","TOT","IDX2015","M","2020-07",111.8093,
"EST","INDPROD","TOT","IDX2015","M","2020-08",112.2094,
"EST","INDPROD","TOT","IDX2015","M","2020-09",113.6095,
"EST","INDPROD","TOT","IDX2015","M","2020-10",116.8097,
"EST","INDPROD","TOT","IDX2015","M","2020-11",116.3097,
"EST","INDPROD","TOT","IDX2015","M","2020-12",118.5099,
"EST","INDPROD","TOT","IDX2015","M","2021-01",117.7098,
"EST","INDPROD","TOT","IDX2015","M","2021-02",117.5098,
"EST","INDPROD","TOT","IDX2015","M","2021-03",115.5096,
"EST","INDPROD","TOT","IDX2015","M","2021-04",120.51,
"EST","INDPROD","TOT","IDX2015","M","2021-05",118.7099,
"EST","INDPROD","TOT","IDX2015","M","2021-06",122.4102,
"ISR","INDPROD","TOT","IDX2015","M","2019-10",111.4754,
"ISR","INDPROD","TOT","IDX2015","M","2019-11",109.6019,
"ISR","INDPROD","TOT","IDX2015","M","2019-12",110.0703,
"ISR","INDPROD","TOT","IDX2015","M","2020-01",112.1311,
"ISR","INDPROD","TOT","IDX2015","M","2020-02",112.7869,
"ISR","INDPROD","TOT","IDX2015","M","2020-03",100.7962,
"ISR","INDPROD","TOT","IDX2015","M","2020-04",103.2318,
"ISR","INDPROD","TOT","IDX2015","M","2020-05",108.0094,
"ISR","INDPROD","TOT","IDX2015","M","2020-06",112.7869,
"ISR","INDPROD","TOT","IDX2015","M","2020-07",107.7283,
"ISR","INDPROD","TOT","IDX2015","M","2020-08",111.1007,
"ISR","INDPROD","TOT","IDX2015","M","2020-09",113.0679,
"ISR","INDPROD","TOT","IDX2015","M","2020-10",111.6628,
"ISR","INDPROD","TOT","IDX2015","M","2020-11",112.8806,
"ISR","INDPROD","TOT","IDX2015","M","2020-12",112.8806,
"ISR","INDPROD","TOT","IDX2015","M","2021-01",111.6628,
"ISR","INDPROD","TOT","IDX2015","M","2021-02",110.5386,
"ISR","INDPROD","TOT","IDX2015","M","2021-03",114.2857,
"ISR","INDPROD","TOT","IDX2015","M","2021-04",113.7237,
"ISR","INDPROD","TOT","IDX2015","M","2021-05",112.2248,
"ISR","INDPROD","TOT","IDX2015","M","2021-06",116.2529,
"LVA","INDPROD","TOT","IDX2015","M","2019-10",118.1,
"LVA","INDPROD","TOT","IDX2015","M","2019-11",116,
"LVA","INDPROD","TOT","IDX2015","M","2019-12",115.4,
"LVA","INDPROD","TOT","IDX2015","M","2020-01",114.2,
"LVA","INDPROD","TOT","IDX2015","M","2020-02",116.9,
"LVA","INDPROD","TOT","IDX2015","M","2020-03",115,
"LVA","INDPROD","TOT","IDX2015","M","2020-04",103.4,
"LVA","INDPROD","TOT","IDX2015","M","2020-05",109.5,
"LVA","INDPROD","TOT","IDX2015","M","2020-06",114.6,
"LVA","INDPROD","TOT","IDX2015","M","2020-07",114.5,
"LVA","INDPROD","TOT","IDX2015","M","2020-08",116.2,
"LVA","INDPROD","TOT","IDX2015","M","2020-09",117,
"LVA","INDPROD","TOT","IDX2015","M","2020-10",117.4,
"LVA","INDPROD","TOT","IDX2015","M","2020-11",119.5,
"LVA","INDPROD","TOT","IDX2015","M","2020-12",120.7,
"LVA","INDPROD","TOT","IDX2015","M","2021-01",118.9,
"LVA","INDPROD","TOT","IDX2015","M","2021-02",120.3,
"LVA","INDPROD","TOT","IDX2015","M","2021-03",120.8,
"LVA","INDPROD","TOT","IDX2015","M","2021-04",123.9,
"LVA","INDPROD","TOT","IDX2015","M","2021-05",121.2,
"LVA","INDPROD","TOT","IDX2015","M","2021-06",122.6,
"LTU","INDPROD","TOT","IDX2015","M","2019-10",117.6098,
"LTU","INDPROD","TOT","IDX2015","M","2019-11",120.31,
"LTU","INDPROD","TOT","IDX2015","M","2019-12",117.0098,
"LTU","INDPROD","TOT","IDX2015","M","2020-01",115.2096,
"LTU","INDPROD","TOT","IDX2015","M","2020-02",117.0098,
"LTU","INDPROD","TOT","IDX2015","M","2020-03",117.0098,
"LTU","INDPROD","TOT","IDX2015","M","2020-04",107.709,
"LTU","INDPROD","TOT","IDX2015","M","2020-05",111.8093,
"LTU","INDPROD","TOT","IDX2015","M","2020-06",114.8096,
"LTU","INDPROD","TOT","IDX2015","M","2020-07",117.2098,
"LTU","INDPROD","TOT","IDX2015","M","2020-08",119.51,
"LTU","INDPROD","TOT","IDX2015","M","2020-09",120.11,
"LTU","INDPROD","TOT","IDX2015","M","2020-10",118.5099,
"LTU","INDPROD","TOT","IDX2015","M","2020-11",119.0099,
"LTU","INDPROD","TOT","IDX2015","M","2020-12",119.71,
"LTU","INDPROD","TOT","IDX2015","M","2021-01",122.6102,
"LTU","INDPROD","TOT","IDX2015","M","2021-02",126.0105,
"LTU","INDPROD","TOT","IDX2015","M","2021-03",132.011,
"LTU","INDPROD","TOT","IDX2015","M","2021-04",129.7108,
"LTU","INDPROD","TOT","IDX2015","M","2021-05",139.0116,
"LTU","INDPROD","TOT","IDX2015","M","2021-06",139.2116,
"RUS","INDPROD","TOT","IDX2015","M","2019-10",115.2,
"RUS","INDPROD","TOT","IDX2015","M","2019-11",113.1,
"RUS","INDPROD","TOT","IDX2015","M","2019-12",112.5,
"RUS","INDPROD","TOT","IDX2015","M","2020-01",112.8,
"RUS","INDPROD","TOT","IDX2015","M","2020-02",113.9,
"RUS","INDPROD","TOT","IDX2015","M","2020-03",113,
"RUS","INDPROD","TOT","IDX2015","M","2020-04",108.3,
"RUS","INDPROD","TOT","IDX2015","M","2020-05",105.4,
"RUS","INDPROD","TOT","IDX2015","M","2020-06",106.2,
"RUS","INDPROD","TOT","IDX2015","M","2020-07",108,
"RUS","INDPROD","TOT","IDX2015","M","2020-08",110.7,
"RUS","INDPROD","TOT","IDX2015","M","2020-09",110.2,
"RUS","INDPROD","TOT","IDX2015","M","2020-10",110.3,
"RUS","INDPROD","TOT","IDX2015","M","2020-11",112,
"RUS","INDPROD","TOT","IDX2015","M","2020-12",115.4,
"RUS","INDPROD","TOT","IDX2015","M","2021-01",112,
"RUS","INDPROD","TOT","IDX2015","M","2021-02",112.9,
"RUS","INDPROD","TOT","IDX2015","M","2021-03",114,
"RUS","INDPROD","TOT","IDX2015","M","2021-04",115.8,
"RUS","INDPROD","TOT","IDX2015","M","2021-05",116.6,
"RUS","INDPROD","TOT","IDX2015","M","2021-06",116.2,
"SVN","INDPROD","TOT","IDX2015","M","2019-10",125.4105,
"SVN","INDPROD","TOT","IDX2015","M","2019-11",125.0104,
"SVN","INDPROD","TOT","IDX2015","M","2019-12",124.1103,
"SVN","INDPROD","TOT","IDX2015","M","2020-01",123.6103,
"SVN","INDPROD","TOT","IDX2015","M","2020-02",128.1107,
"SVN","INDPROD","TOT","IDX2015","M","2020-03",114.5095,
"SVN","INDPROD","TOT","IDX2015","M","2020-04",95.10793,
"SVN","INDPROD","TOT","IDX2015","M","2020-05",104.8087,
"SVN","INDPROD","TOT","IDX2015","M","2020-06",109.1091,
"SVN","INDPROD","TOT","IDX2015","M","2020-07",118.4099,
"SVN","INDPROD","TOT","IDX2015","M","2020-08",120.11,
"SVN","INDPROD","TOT","IDX2015","M","2020-09",120.51,
"SVN","INDPROD","TOT","IDX2015","M","2020-10",124.1103,
"SVN","INDPROD","TOT","IDX2015","M","2020-11",124.1103,
"SVN","INDPROD","TOT","IDX2015","M","2020-12",123.0103,
"SVN","INDPROD","TOT","IDX2015","M","2021-01",125.6105,
"SVN","INDPROD","TOT","IDX2015","M","2021-02",126.8106,
"SVN","INDPROD","TOT","IDX2015","M","2021-03",127.5106,
"SVN","INDPROD","TOT","IDX2015","M","2021-04",128.7107,
"SVN","INDPROD","TOT","IDX2015","M","2021-05",128.1107,
"SVN","INDPROD","TOT","IDX2015","M","2021-06",131.1109,
"OECD","INDPROD","TOT","IDX2015","M","2019-10",103.6114,
"OECD","INDPROD","TOT","IDX2015","M","2019-11",103.6202,
"OECD","INDPROD","TOT","IDX2015","M","2019-12",103.3574,
"OECD","INDPROD","TOT","IDX2015","M","2020-01",103.6212,
"OECD","INDPROD","TOT","IDX2015","M","2020-02",103.8628,
"OECD","INDPROD","TOT","IDX2015","M","2020-03",98.0062,
"OECD","INDPROD","TOT","IDX2015","M","2020-04",83.25996,
"OECD","INDPROD","TOT","IDX2015","M","2020-05",86.82523,
"OECD","INDPROD","TOT","IDX2015","M","2020-06",93.43849,
"OECD","INDPROD","TOT","IDX2015","M","2020-07",97.52815,
"OECD","INDPROD","TOT","IDX2015","M","2020-08",98.73567,
"OECD","INDPROD","TOT","IDX2015","M","2020-09",99.49364,
"OECD","INDPROD","TOT","IDX2015","M","2020-10",100.757,
"OECD","INDPROD","TOT","IDX2015","M","2020-11",101.7864,
"OECD","INDPROD","TOT","IDX2015","M","2020-12",102.4893,
"OECD","INDPROD","TOT","IDX2015","M","2021-01",103.4788,
"OECD","INDPROD","TOT","IDX2015","M","2021-02",102.2956,
"OECD","INDPROD","TOT","IDX2015","M","2021-03",103.8453,
"OECD","INDPROD","TOT","IDX2015","M","2021-04",104.0984,
"OECD","INDPROD","TOT","IDX2015","M","2021-05",103.2465,
"OECD","INDPROD","TOT","IDX2015","M","2021-06",104.5072,
"OECDE","INDPROD","TOT","IDX2015","M","2019-10",106.6285,
"OECDE","INDPROD","TOT","IDX2015","M","2019-11",106.3369,
"OECDE","INDPROD","TOT","IDX2015","M","2019-12",105.3615,
"OECDE","INDPROD","TOT","IDX2015","M","2020-01",106.7126,
"OECDE","INDPROD","TOT","IDX2015","M","2020-02",107.3612,
"OECDE","INDPROD","TOT","IDX2015","M","2020-03",97.16035,
"OECDE","INDPROD","TOT","IDX2015","M","2020-04",77.25661,
"OECDE","INDPROD","TOT","IDX2015","M","2020-05",87.7617,
"OECDE","INDPROD","TOT","IDX2015","M","2020-06",96.79025,
"OECDE","INDPROD","TOT","IDX2015","M","2020-07",101.461,
"OECDE","INDPROD","TOT","IDX2015","M","2020-08",102.6991,
"OECDE","INDPROD","TOT","IDX2015","M","2020-09",103.4126,
"OECDE","INDPROD","TOT","IDX2015","M","2020-10",105.1406,
"OECDE","INDPROD","TOT","IDX2015","M","2020-11",106.8721,
"OECDE","INDPROD","TOT","IDX2015","M","2020-12",107.2053,
"OECDE","INDPROD","TOT","IDX2015","M","2021-01",107.8922,
"OECDE","INDPROD","TOT","IDX2015","M","2021-02",107.2771,
"OECDE","INDPROD","TOT","IDX2015","M","2021-03",108.4513,
"OECDE","INDPROD","TOT","IDX2015","M","2021-04",108.5243,
"OECDE","INDPROD","TOT","IDX2015","M","2021-05",108.249,
"OECDE","INDPROD","TOT","IDX2015","M","2021-06",108.3512,
"G-7","INDPROD","TOT","IDX2015","M","2019-10",100.8818,
"G-7","INDPROD","TOT","IDX2015","M","2019-11",101.024,
"G-7","INDPROD","TOT","IDX2015","M","2019-12",100.2671,
"G-7","INDPROD","TOT","IDX2015","M","2020-01",100.666,
"G-7","INDPROD","TOT","IDX2015","M","2020-02",101.1097,
"G-7","INDPROD","TOT","IDX2015","M","2020-03",93.83622,
"G-7","INDPROD","TOT","IDX2015","M","2020-04",79.59439,
"G-7","INDPROD","TOT","IDX2015","M","2020-05",82.81806,
"G-7","INDPROD","TOT","IDX2015","M","2020-06",88.937,
"G-7","INDPROD","TOT","IDX2015","M","2020-07",92.90382,
"G-7","INDPROD","TOT","IDX2015","M","2020-08",94.28311,
"G-7","INDPROD","TOT","IDX2015","M","2020-09",94.76337,
"G-7","INDPROD","TOT","IDX2015","M","2020-10",96.27573,
"G-7","INDPROD","TOT","IDX2015","M","2020-11",96.75772,
"G-7","INDPROD","TOT","IDX2015","M","2020-12",97.51465,
"G-7","INDPROD","TOT","IDX2015","M","2021-01",98.73852,
"G-7","INDPROD","TOT","IDX2015","M","2021-02",96.54633,
"G-7","INDPROD","TOT","IDX2015","M","2021-03",98.32799,
"G-7","INDPROD","TOT","IDX2015","M","2021-04",98.8351,
"G-7","INDPROD","TOT","IDX2015","M","2021-05",97.76057,
"G-7","INDPROD","TOT","IDX2015","M","2021-06",99.1216,
"EA19","INDPROD","TOT","IDX2015","M","2019-10",103.4,
"EA19","INDPROD","TOT","IDX2015","M","2019-11",102.7,
"EA19","INDPROD","TOT","IDX2015","M","2019-12",101.3,
"EA19","INDPROD","TOT","IDX2015","M","2020-01",103,
"EA19","INDPROD","TOT","IDX2015","M","2020-02",103.2,
"EA19","INDPROD","TOT","IDX2015","M","2020-03",91.7,
"EA19","INDPROD","TOT","IDX2015","M","2020-04",74,
"EA19","INDPROD","TOT","IDX2015","M","2020-05",84.4,
"EA19","INDPROD","TOT","IDX2015","M","2020-06",92.4,
"EA19","INDPROD","TOT","IDX2015","M","2020-07",96.3,
"EA19","INDPROD","TOT","IDX2015","M","2020-08",97.1,
"EA19","INDPROD","TOT","IDX2015","M","2020-09",97.4,
"EA19","INDPROD","TOT","IDX2015","M","2020-10",99.8,
"EA19","INDPROD","TOT","IDX2015","M","2020-11",101.8,
"EA19","INDPROD","TOT","IDX2015","M","2020-12",101.8,
"EA19","INDPROD","TOT","IDX2015","M","2021-01",102.9,
"EA19","INDPROD","TOT","IDX2015","M","2021-02",101.7,
"EA19","INDPROD","TOT","IDX2015","M","2021-03",102.4,
"EA19","INDPROD","TOT","IDX2015","M","2021-04",103.1,
"EA19","INDPROD","TOT","IDX2015","M","2021-05",102,
"EA19","INDPROD","TOT","IDX2015","M","2021-06",101.9,
"EU27_2020","INDPROD","TOT","IDX2015","M","2019-10",105.1088,
"EU27_2020","INDPROD","TOT","IDX2015","M","2019-11",104.5087,
"EU27_2020","INDPROD","TOT","IDX2015","M","2019-12",103.2086,
"EU27_2020","INDPROD","TOT","IDX2015","M","2020-01",104.9087,
"EU27_2020","INDPROD","TOT","IDX2015","M","2020-02",105.1088,
"EU27_2020","INDPROD","TOT","IDX2015","M","2020-03",94.30786,
"EU27_2020","INDPROD","TOT","IDX2015","M","2020-04",76.20635,
"EU27_2020","INDPROD","TOT","IDX2015","M","2020-05",86.20718,
"EU27_2020","INDPROD","TOT","IDX2015","M","2020-06",94.50787,
"EU27_2020","INDPROD","TOT","IDX2015","M","2020-07",98.30819,
"EU27_2020","INDPROD","TOT","IDX2015","M","2020-08",99.50829,
"EU27_2020","INDPROD","TOT","IDX2015","M","2020-09",100.0083,
"EU27_2020","INDPROD","TOT","IDX2015","M","2020-10",102.1085,
"EU27_2020","INDPROD","TOT","IDX2015","M","2020-11",104.0087,
"EU27_2020","INDPROD","TOT","IDX2015","M","2020-12",104.0087,
"EU27_2020","INDPROD","TOT","IDX2015","M","2021-01",105.1088,
"EU27_2020","INDPROD","TOT","IDX2015","M","2021-02",104.1087,
"EU27_2020","INDPROD","TOT","IDX2015","M","2021-03",105.2088,
"EU27_2020","INDPROD","TOT","IDX2015","M","2021-04",105.6088,
"EU27_2020","INDPROD","TOT","IDX2015","M","2021-05",104.7087,
"EU27_2020","INDPROD","TOT","IDX2015","M","2021-06",104.7087,
